index,start_time,event,empty_subdir,exists,file_count,path,status,error
99,2015-01-30 00:32:00,20150130_003200_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150130_003200_UTC\131,,
99,2015-01-30 00:32:00,20150130_003200_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150130_003200_UTC\211,,
99,2015-01-30 00:32:00,20150130_003200_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150130_003200_UTC\304,,
99,2015-01-30 00:32:00,20150130_003200_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150130_003200_UTC\hmi.Ic_45s,,
100,2015-01-30 05:29:00,20150130_052900_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150130_052900_UTC\131,,
100,2015-01-30 05:29:00,20150130_052900_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150130_052900_UTC\211,,
100,2015-01-30 05:29:00,20150130_052900_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150130_052900_UTC\304,,
100,2015-01-30 05:29:00,20150130_052900_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150130_052900_UTC\hmi.Ic_45s,,
101,2015-02-04 02:08:00,20150204_020800_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150204_020800_UTC\131,,
101,2015-02-04 02:08:00,20150204_020800_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150204_020800_UTC\211,,
101,2015-02-04 02:08:00,20150204_020800_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150204_020800_UTC\304,,
101,2015-02-04 02:08:00,20150204_020800_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150204_020800_UTC\hmi.Ic_45s,,
102,2015-03-10 23:46:00,20150310_234600_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150310_234600_UTC\131,,
102,2015-03-10 23:46:00,20150310_234600_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150310_234600_UTC\211,,
102,2015-03-10 23:46:00,20150310_234600_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150310_234600_UTC\304,,
102,2015-03-10 23:46:00,20150310_234600_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150310_234600_UTC\hmi.Ic_45s,,
103,2015-03-11 07:10:00,20150311_071000_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_071000_UTC\131,,
103,2015-03-11 07:10:00,20150311_071000_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_071000_UTC\211,,
103,2015-03-11 07:10:00,20150311_071000_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_071000_UTC\304,,
103,2015-03-11 07:10:00,20150311_071000_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_071000_UTC\hmi.Ic_45s,,
103,2015-03-11 07:10:00,20150311_071000_UTC,hmi.B_720s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_071000_UTC\hmi.B_720s,,
104,2015-03-11 07:51:00,20150311_075100_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_075100_UTC\131,,
104,2015-03-11 07:51:00,20150311_075100_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_075100_UTC\211,,
104,2015-03-11 07:51:00,20150311_075100_UTC,304,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_075100_UTC\304,,
104,2015-03-11 07:51:00,20150311_075100_UTC,hmi.Ic_45s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_075100_UTC\hmi.Ic_45s,,
104,2015-03-11 07:51:00,20150311_075100_UTC,hmi.B_720s,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_075100_UTC\hmi.B_720s,,
105,2015-03-11 18:37:00,20150311_183700_UTC,131,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_183700_UTC\131,,
105,2015-03-11 18:37:00,20150311_183700_UTC,211,True,0,C:\Learning\PHD2nd\sunspotscar\data\M\20150311_183700_UTC\211,,
